agent_type,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,proxy_action_dependence
dqn,5,acquisition,1500,1500,0.95,0.05,0.436333,0.458333,0.545833,0.754782,0.454167,0.379167,0.166667,0.402928,0.430728,0.42954,0.001187,0.0278,1.0,-0.694656
dqn,5,acquisition,1600,1600,0.95,0.05,0.394667,0.416667,0.5675,0.757842,0.4325,0.169167,0.398333,0.378985,0.422555,0.422766,-0.000211,0.04357,1.0,-0.298091
dqn,5,acquisition,1700,1700,0.95,0.05,0.494667,0.516667,0.4875,0.756294,0.5125,0.1425,0.345,0.386083,0.419811,0.42239,-0.002579,0.033728,1.0,-0.292308
dqn,5,acquisition,1800,1800,0.95,0.05,0.511333,0.533333,0.471667,0.755385,0.528333,0.0,0.471667,0.384386,0.412283,0.416417,-0.004134,0.027898,1.0,0.0
dqn,5,acquisition,1900,1900,0.95,0.05,0.553,0.575,0.438333,0.755707,0.561667,0.0425,0.395833,0.377539,0.407775,0.411157,-0.003382,0.030237,1.0,-0.096958
dqn,5,acquisition,2000,2000,0.95,0.05,0.436333,0.458333,0.545,0.759227,0.455,0.0,0.545,0.341313,0.390885,0.394325,-0.003439,0.049573,1.0,0.0
dqn,5,acquisition,2100,2100,0.95,0.05,0.461333,0.483333,0.523333,0.760212,0.476667,0.2075,0.315833,0.336425,0.392376,0.394568,-0.002192,0.055951,1.0,-0.396497
dqn,5,acquisition,2200,2200,0.95,0.05,0.503,0.525,0.4675,0.758807,0.5325,0.134167,0.333333,0.345162,0.39407,0.395783,-0.001713,0.048908,1.0,-0.286988
dqn,5,acquisition,2300,2300,0.95,0.05,0.403,0.425,0.6075,0.762959,0.3925,0.0,0.6075,0.314474,0.385147,0.388691,-0.003544,0.070673,0.898855,0.0
dqn,5,acquisition,2400,2400,0.95,0.05,0.444667,0.466667,0.545833,0.76218,0.454167,0.214167,0.331667,0.320387,0.389139,0.389619,-0.000479,0.068753,1.0,-0.392366
dqn,5,acquisition,2500,2500,0.95,0.05,0.586333,0.608333,0.403333,0.75835,0.596667,0.1225,0.280833,0.357122,0.404112,0.405934,-0.001822,0.046991,1.0,-0.303719
dqn,5,acquisition,2600,2600,0.95,0.05,0.511333,0.533333,0.470833,0.76061,0.529167,0.231667,0.239167,0.342605,0.403678,0.403773,-9.5e-05,0.061074,1.0,-0.492035
dqn,5,acquisition,2700,2700,0.95,0.05,0.519667,0.541667,0.461667,0.760086,0.538333,0.180833,0.280833,0.354807,0.412193,0.41439,-0.002198,0.057386,1.0,-0.391697
dqn,5,acquisition,2800,2800,0.95,0.05,0.469667,0.491667,0.505833,0.763588,0.494167,0.051667,0.454167,0.346113,0.422117,0.42625,-0.004132,0.076005,1.0,-0.102142
dqn,5,acquisition,2900,2900,0.95,0.05,0.503,0.525,0.576667,0.764619,0.423333,0.335833,0.240833,0.351874,0.438707,0.435415,0.003291,0.086833,0.806349,-0.499833
dqn,5,acquisition,3000,3000,0.95,0.05,0.553,0.575,0.606667,0.76406,0.393333,0.0,0.606667,0.361227,0.442728,0.443137,-0.000409,0.081501,0.697194,0.0
dqn,5,reversal,1,3001,0.05,0.95,0.478,0.5,0.655833,0.767511,0.344167,0.0,0.655833,0.334388,0.435476,0.435537,-6.1e-05,0.101088,0.692953,0.0
dqn,5,reversal,100,3100,0.05,0.95,0.528,0.55,0.6825,0.770328,0.3175,0.27,0.4125,0.309872,0.42735,0.42672,0.00063,0.117478,0.696527,-0.496172
dqn,5,reversal,200,3200,0.05,0.95,0.528,0.55,0.729167,0.77014,0.270833,0.330833,0.398333,0.306102,0.42138,0.421777,-0.000397,0.115278,0.600739,-0.602428
dqn,5,reversal,300,3300,0.05,0.95,0.453,0.475,0.680833,0.764632,0.319167,0.0925,0.588333,0.338121,0.421331,0.422079,-0.000747,0.08321,0.604101,-0.196113
dqn,5,reversal,400,3400,0.05,0.95,0.444667,0.466667,0.785833,0.764153,0.214167,0.108333,0.6775,0.333993,0.413615,0.414331,-0.000716,0.079622,0.400936,0.202808
dqn,5,reversal,500,3500,0.05,0.95,0.503,0.525,0.811667,0.762694,0.188333,0.509167,0.3025,0.324243,0.396792,0.394567,0.002225,0.072549,0.393043,-0.206261
dqn,5,reversal,600,3600,0.05,0.95,0.561333,0.583333,0.830833,0.761788,0.169167,0.345,0.485833,0.31646,0.38168,0.381517,0.000163,0.06522,0.400394,0.095921
dqn,5,reversal,700,3700,0.05,0.95,0.528,0.55,0.809167,0.758586,0.190833,0.0875,0.721667,0.328282,0.373793,0.37598,-0.002187,0.045511,0.198485,0.194444
dqn,5,reversal,800,3800,0.05,0.95,0.444667,0.466667,0.855,0.756925,0.145,0.053333,0.801667,0.342567,0.379599,0.380414,-0.000816,0.037031,-0.079366,0.099071
dqn,5,reversal,900,3900,0.05,0.95,0.461333,0.483333,0.711667,0.753888,0.288333,0.0,0.711667,0.359628,0.379742,0.381689,-0.001948,0.020113,-0.391374,0.0
dqn,5,reversal,1000,4000,0.05,0.95,0.528,0.55,0.610833,0.75278,0.389167,0.0,0.610833,0.376146,0.3879,0.394089,-0.006189,0.011753,-0.695976,0.0
dqn,5,reversal,1100,4100,0.05,0.95,0.553,0.575,0.483333,0.752093,0.516667,0.0,0.483333,0.401868,0.407694,0.418244,-0.010549,0.005826,-0.90379,0.0
dqn,5,reversal,1200,4200,0.05,0.95,0.503,0.525,0.475833,0.755176,0.524167,0.0,0.475833,0.408988,0.434059,0.442012,-0.007953,0.025071,-1.0,0.0
dqn,5,reversal,1300,4300,0.05,0.95,0.553,0.575,0.444167,0.755986,0.555833,0.041667,0.4025,0.411802,0.440265,0.451042,-0.010777,0.028463,-1.0,0.093809
dqn,5,reversal,1400,4400,0.05,0.95,0.536333,0.558333,0.4375,0.757093,0.5625,0.0425,0.395,0.404571,0.437755,0.451996,-0.014241,0.033184,-1.0,0.097143
dqn,5,reversal,1500,4500,0.05,0.95,0.494667,0.516667,0.505833,0.760114,0.494167,0.049167,0.456667,0.383165,0.432644,0.448694,-0.01605,0.04948,-1.0,0.097199
dqn,5,extinction,1,4501,0.5,0.5,0.544667,0.566667,0.499167,0.759807,0.500833,0.0475,0.451667,0.384369,0.432244,0.448214,-0.01597,0.047875,-1.0,0.095159
dqn,5,extinction,100,4600,0.5,0.5,0.436333,0.458333,0.504167,0.761795,0.495833,0.156667,0.3475,0.357733,0.421071,0.431606,-0.010534,0.063338,-1.0,0.310744
dqn,5,extinction,200,4700,0.5,0.5,0.503,0.525,0.524167,0.765938,0.475833,0.4775,0.046667,0.322611,0.412101,0.41911,-0.007008,0.089491,-1.0,0.91097
dqn,5,extinction,300,4800,0.5,0.5,0.503,0.525,0.538333,0.769043,0.461667,0.4875,0.050833,0.294455,0.400297,0.409761,-0.009465,0.105842,-0.900813,1.0
dqn,5,extinction,400,4900,0.5,0.5,0.478,0.5,0.660833,0.771192,0.339167,0.351667,0.309167,0.272271,0.389074,0.399782,-0.010708,0.116803,-0.695726,0.686179
dqn,5,extinction,500,5000,0.5,0.5,0.428,0.45,0.75,0.7731,0.25,0.409167,0.340833,0.265737,0.394249,0.40339,-0.00914,0.128513,-0.511073,0.800979
dqn,5,extinction,600,5100,0.5,0.5,0.511333,0.533333,0.790833,0.771248,0.209167,0.144167,0.646667,0.279563,0.394916,0.406667,-0.01175,0.115353,-0.4016,0.30087
dqn,5,extinction,700,5200,0.5,0.5,0.478,0.5,0.7425,0.770887,0.2575,0.295,0.4475,0.277085,0.390701,0.400564,-0.009864,0.113616,-0.496785,0.612457
dqn,5,extinction,800,5300,0.5,0.5,0.453,0.475,0.7025,0.767591,0.2975,0.196667,0.505833,0.286893,0.378616,0.391357,-0.012742,0.091722,-0.578606,0.404803
dqn,5,extinction,900,5400,0.5,0.5,0.478,0.5,0.696667,0.764467,0.303333,0.38,0.316667,0.298972,0.374479,0.383562,-0.009083,0.075507,-0.60066,0.767677
dqn,5,extinction,1000,5500,0.5,0.5,0.453,0.475,0.570833,0.762424,0.429167,0.474167,0.096667,0.309305,0.376526,0.380135,-0.003609,0.067221,-0.909894,0.897476
dqn,5,extinction,1100,5600,0.5,0.5,0.444667,0.466667,0.591667,0.7607,0.408333,0.299167,0.2925,0.315776,0.372424,0.377091,-0.004668,0.056647,-0.830508,0.588525
dqn,5,extinction,1200,5700,0.5,0.5,0.478,0.5,0.599167,0.759888,0.400833,0.244167,0.355,0.312789,0.363913,0.36981,-0.005897,0.051123,-0.793729,0.493266
dqn,5,extinction,1300,5800,0.5,0.5,0.403,0.425,0.599167,0.758797,0.400833,0.25,0.349167,0.312485,0.357322,0.363209,-0.005887,0.044837,-0.796358,0.503356
dqn,5,extinction,1400,5900,0.5,0.5,0.428,0.45,0.736667,0.759192,0.263333,0.19,0.546667,0.304129,0.350216,0.3572,-0.006984,0.046087,-0.504792,0.397213
dqn,5,extinction,1500,6000,0.5,0.5,0.436333,0.458333,0.6325,0.756014,0.3675,0.228333,0.404167,0.315701,0.346436,0.350049,-0.003613,0.030735,-0.692308,0.486679
dqn,6,acquisition,1,1,0.95,0.05,-0.022,0.0,1.0,0.755183,0.0,0.0,1.0,-0.015039,-0.003332,0.020615,-0.023947,0.011707,0.0,0.0
dqn,6,acquisition,100,100,0.95,0.05,0.544667,0.566667,0.305,0.745743,0.695,0.260833,0.044167,0.079629,0.056958,0.057508,-0.00055,-0.02267,0.695817,-0.595057
dqn,6,acquisition,200,200,0.95,0.05,0.586333,0.608333,0.3425,0.746202,0.6575,0.283333,0.059167,0.154025,0.137939,0.132652,0.005287,-0.016086,0.612959,-0.711297
dqn,6,acquisition,300,300,0.95,0.05,0.536333,0.558333,0.358333,0.747242,0.641667,0.3125,0.045833,0.216947,0.203066,0.202845,0.00022,-0.013881,0.793358,-0.691882
dqn,6,acquisition,400,400,0.95,0.05,0.494667,0.516667,0.398333,0.748542,0.601667,0.294167,0.104167,0.267256,0.261584,0.259536,0.002047,-0.005672,0.810169,-0.598305
dqn,6,acquisition,500,500,0.95,0.05,0.569667,0.591667,0.3375,0.748147,0.6625,0.2925,0.045,0.318701,0.312205,0.308216,0.003989,-0.006496,0.803571,-0.696429
dqn,6,acquisition,600,600,0.95,0.05,0.544667,0.566667,0.361667,0.747979,0.638333,0.1375,0.224167,0.353333,0.345606,0.342277,0.003329,-0.007726,0.814259,-0.309568
dqn,6,acquisition,700,700,0.95,0.05,0.528,0.55,0.41,0.749507,0.59,0.045,0.365,0.371521,0.370761,0.369141,0.001619,-0.00076,0.902752,-0.099083
dqn,6,acquisition,800,800,0.95,0.05,0.511333,0.533333,0.421667,0.750066,0.578333,0.094167,0.3275,0.381285,0.383453,0.381871,0.001581,0.002168,0.900356,-0.201068
dqn,6,acquisition,900,900,0.95,0.05,0.519667,0.541667,0.415833,0.749267,0.584167,0.185,0.230833,0.400552,0.398859,0.396935,0.001924,-0.001693,0.900722,-0.400722
dqn,6,acquisition,1000,1000,0.95,0.05,0.494667,0.516667,0.449167,0.750723,0.550833,0.35,0.099167,0.401725,0.409815,0.404996,0.004818,0.00809,0.907407,-0.707071
dqn,6,acquisition,1100,1100,0.95,0.05,0.494667,0.516667,0.451667,0.751402,0.548333,0.451667,0.0,0.406835,0.419145,0.413642,0.005503,0.01231,0.90183,-0.90183
dqn,6,acquisition,1200,1200,0.95,0.05,0.503,0.525,0.436667,0.752326,0.563333,0.243333,0.193333,0.408585,0.424809,0.420951,0.003857,0.016224,0.894198,-0.498294
dqn,6,acquisition,1300,1300,0.95,0.05,0.503,0.525,0.435,0.752444,0.565,0.3875,0.0475,0.408422,0.425609,0.421429,0.00418,0.017187,0.896907,-0.798969
dqn,6,acquisition,1400,1400,0.95,0.05,0.486333,0.508333,0.490833,0.753204,0.509167,0.490833,0.0,0.402632,0.425631,0.419026,0.006605,0.023,1.0,-1.0
dqn,6,acquisition,1500,1500,0.95,0.05,0.478,0.5,0.5075,0.754023,0.4925,0.2525,0.255,0.389866,0.415786,0.411497,0.004289,0.02592,1.0,-0.497537
dqn,6,acquisition,1600,1600,0.95,0.05,0.394667,0.416667,0.571667,0.75618,0.428333,0.5125,0.059167,0.372307,0.411039,0.405032,0.006007,0.038733,1.0,-0.896501
dqn,6,acquisition,1700,1700,0.95,0.05,0.494667,0.516667,0.491667,0.754632,0.508333,0.298333,0.193333,0.383888,0.412615,0.409358,0.003258,0.028727,1.0,-0.60678
dqn,6,acquisition,1800,1800,0.95,0.05,0.478,0.5,0.4925,0.755705,0.5075,0.15,0.3425,0.375753,0.407642,0.40854,-0.000897,0.03189,1.0,-0.304569
dqn,6,acquisition,1900,1900,0.95,0.05,0.486333,0.508333,0.594167,0.756839,0.405833,0.3,0.294167,0.366484,0.406601,0.404599,0.002002,0.040117,0.79187,-0.401918
dqn,6,acquisition,2000,2000,0.95,0.05,0.453,0.475,0.609167,0.75914,0.390833,0.3075,0.301667,0.346793,0.400505,0.397314,0.003192,0.053712,0.801709,-0.416552
dqn,6,acquisition,2100,2100,0.95,0.05,0.486333,0.508333,0.555,0.75934,0.445,0.405,0.15,0.342397,0.397858,0.393883,0.003975,0.055461,0.900506,-0.800659
dqn,6,acquisition,2200,2200,0.95,0.05,0.469667,0.491667,0.505833,0.759534,0.494167,0.3025,0.203333,0.337143,0.393311,0.390542,0.002769,0.056167,1.0,-0.598023
dqn,6,acquisition,2300,2300,0.95,0.05,0.519667,0.541667,0.464167,0.757633,0.535833,0.274167,0.19,0.349647,0.396612,0.392853,0.003759,0.046966,1.0,-0.590664
dqn,6,acquisition,2400,2400,0.95,0.05,0.486333,0.508333,0.540833,0.760779,0.459167,0.540833,0.0,0.335607,0.402811,0.394796,0.008015,0.067204,0.900327,-0.900327
dqn,6,acquisition,2500,2500,0.95,0.05,0.486333,0.508333,0.6025,0.762279,0.3975,0.350833,0.251667,0.331797,0.405969,0.400818,0.005151,0.074172,0.800336,-0.69702
dqn,6,acquisition,2600,2600,0.95,0.05,0.403,0.425,0.560833,0.764084,0.439167,0.448333,0.1125,0.321031,0.405261,0.400561,0.004699,0.08423,1.0,-0.799406
dqn,6,acquisition,2700,2700,0.95,0.05,0.394667,0.416667,0.576667,0.765925,0.423333,0.523333,0.053333,0.316636,0.412285,0.406534,0.005751,0.095649,1.0,-0.907514
dqn,6,acquisition,2800,2800,0.95,0.05,0.511333,0.533333,0.63,0.764282,0.37,0.335833,0.294167,0.336525,0.422005,0.418336,0.003669,0.08548,0.697017,-0.498314
dqn,6,acquisition,2900,2900,0.95,0.05,0.494667,0.516667,0.591667,0.764999,0.408333,0.293333,0.298333,0.330173,0.419244,0.417227,0.002017,0.089071,0.801964,-0.390887
dqn,6,acquisition,3000,3000,0.95,0.05,0.469667,0.491667,0.615833,0.766582,0.384167,0.459167,0.156667,0.322556,0.423288,0.417661,0.005627,0.100732,0.792096,-0.487889
dqn,6,reversal,1,3001,0.05,0.95,0.511333,0.533333,0.63,0.767768,0.37,0.466667,0.163333,0.313523,0.421353,0.415062,0.00629,0.10783,0.801444,-0.498038
dqn,6,reversal,100,3100,0.05,0.95,0.528,0.55,0.595,0.768891,0.405,0.210833,0.384167,0.30455,0.414317,0.414273,4.3e-05,0.109767,0.895028,-0.385084
dqn,6,reversal,200,3200,0.05,0.95,0.461333,0.483333,0.578333,0.764379,0.421667,0.245833,0.3325,0.332298,0.416383,0.416485,-0.000102,0.084085,0.808307,-0.310221
dqn,6,reversal,300,3300,0.05,0.95,0.494667,0.516667,0.751667,0.765779,0.248333,0.3525,0.399167,0.316753,0.408956,0.406928,0.002028,0.092202,0.499162,-0.098144
dqn,6,reversal,400,3400,0.05,0.95,0.494667,0.516667,0.763333,0.763975,0.236667,0.451667,0.311667,0.319276,0.399441,0.398518,0.000923,0.080165,0.482993,-0.275377
dqn,6,reversal,500,3500,0.05,0.95,0.469667,0.491667,0.798333,0.761979,0.201667,0.498333,0.3,0.322204,0.390226,0.38933,0.000896,0.068022,0.402662,-0.598329
dqn,6,reversal,600,3600,0.05,0.95,0.436333,0.458333,0.834167,0.760738,0.165833,0.561667,0.2725,0.324487,0.385862,0.382896,0.002966,0.061375,0.303817,-0.803053
dqn,6,reversal,700,3700,0.05,0.95,0.428,0.45,0.733333,0.756097,0.266667,0.459167,0.274167,0.34401,0.382388,0.375368,0.007019,0.038378,0.309971,-0.805453
dqn,6,reversal,800,3800,0.05,0.95,0.453,0.475,0.8,0.755439,0.2,0.745833,0.054167,0.349597,0.387655,0.375211,0.012444,0.038058,0.000668,-0.104834
dqn,6,reversal,900,3900,0.05,0.95,0.586333,0.608333,0.718333,0.753498,0.281667,0.601667,0.116667,0.358424,0.3887,0.372307,0.016392,0.030275,-0.299712,0.005595
dqn,6,reversal,1000,4000,0.05,0.95,0.486333,0.508333,0.749167,0.753871,0.250833,0.645833,0.103333,0.373856,0.408852,0.389007,0.019845,0.034996,-0.500832,0.29382
dqn,6,reversal,1100,4100,0.05,0.95,0.503,0.525,0.584167,0.752131,0.415833,0.538333,0.045833,0.397751,0.428871,0.401774,0.027097,0.03112,-0.797125,0.701306
dqn,6,reversal,1200,4200,0.05,0.95,0.436333,0.458333,0.641667,0.756014,0.358333,0.589167,0.0525,0.397469,0.453419,0.421871,0.031548,0.05595,-0.793358,0.697613
dqn,6,reversal,1300,4300,0.05,0.95,0.486333,0.508333,0.5975,0.756269,0.4025,0.3525,0.245,0.403371,0.461677,0.430271,0.031406,0.058307,-0.799669,0.30638
dqn,6,reversal,1400,4400,0.05,0.95,0.503,0.525,0.638333,0.757828,0.361667,0.155,0.483333,0.394985,0.460028,0.432929,0.027098,0.065042,-0.7,-0.3
dqn,6,reversal,1500,4500,0.05,0.95,0.544667,0.566667,0.6125,0.757525,0.3875,0.1675,0.445,0.393591,0.461119,0.429488,0.031632,0.067528,-0.698198,-0.301802
dqn,6,extinction,1,4501,0.5,0.5,0.453,0.475,0.651667,0.760669,0.348333,0.149167,0.5025,0.37854,0.460771,0.43311,0.02766,0.08223,-0.700168,-0.299832
dqn,6,extinction,100,4600,0.5,0.5,0.511333,0.533333,0.659167,0.762871,0.340833,0.163333,0.495833,0.357928,0.451404,0.426485,0.024918,0.093476,-0.676033,-0.323967
dqn,6,extinction,200,4700,0.5,0.5,0.494667,0.516667,0.715,0.767279,0.285,0.1975,0.5175,0.325859,0.437927,0.422989,0.014938,0.112068,-0.590674,-0.409326
dqn,6,extinction,300,4800,0.5,0.5,0.469667,0.491667,0.706667,0.769461,0.293333,0.1775,0.529167,0.308749,0.430814,0.420224,0.01059,0.122065,-0.623009,-0.376991
dqn,6,extinction,400,4900,0.5,0.5,0.419667,0.441667,0.7575,0.768564,0.2425,0.253333,0.504167,0.31175,0.429731,0.41635,0.013381,0.117981,-0.489076,-0.510924
dqn,6,extinction,500,5000,0.5,0.5,0.486333,0.508333,0.795833,0.769215,0.204167,0.31,0.485833,0.300617,0.424333,0.407098,0.017235,0.123716,-0.397083,-0.602917
dqn,6,extinction,600,5100,0.5,0.5,0.469667,0.491667,0.805833,0.768978,0.194167,0.309167,0.496667,0.291292,0.41211,0.395549,0.016561,0.120818,-0.385762,-0.614238
dqn,6,extinction,700,5200,0.5,0.5,0.511333,0.533333,0.739167,0.767893,0.260833,0.245,0.494167,0.294075,0.401719,0.394616,0.007103,0.107644,-0.515651,-0.484349
dqn,6,extinction,800,5300,0.5,0.5,0.511333,0.533333,0.748333,0.766866,0.251667,0.245833,0.5025,0.294532,0.393312,0.389486,0.003826,0.09878,-0.505863,-0.494137
dqn,6,extinction,900,5400,0.5,0.5,0.453,0.475,0.655,0.764676,0.345,0.1575,0.4975,0.29869,0.382455,0.381754,0.000701,0.083765,-0.686567,-0.313433
dqn,6,extinction,1000,5500,0.5,0.5,0.461333,0.483333,0.5975,0.763208,0.4025,0.100833,0.496667,0.300387,0.373574,0.375908,-0.002334,0.073188,-0.799669,-0.200331
dqn,6,extinction,1100,5600,0.5,0.5,0.444667,0.466667,0.574167,0.763006,0.425833,0.0575,0.516667,0.296656,0.36757,0.37115,-0.003579,0.070915,-0.881034,-0.118966
dqn,6,extinction,1200,5700,0.5,0.5,0.453,0.475,0.535833,0.761082,0.464167,0.053333,0.4825,0.30131,0.362583,0.36418,-0.001596,0.061273,-0.89694,-0.10306
dqn,6,extinction,1300,5800,0.5,0.5,0.544667,0.566667,0.476667,0.758651,0.523333,0.0,0.476667,0.311044,0.357503,0.360832,-0.003329,0.046459,-1.0,0.0
dqn,6,extinction,1400,5900,0.5,0.5,0.528,0.55,0.4925,0.758716,0.5075,0.0,0.4925,0.309578,0.356705,0.359402,-0.002697,0.047127,-1.0,0.0
dqn,6,extinction,1500,6000,0.5,0.5,0.494667,0.516667,0.614167,0.759904,0.385833,0.1025,0.511667,0.300491,0.354401,0.356335,-0.001934,0.053911,-0.790102,-0.209898
dqn,7,acquisition,1,1,0.95,0.05,-0.022,0.0,1.0,0.761473,0.0,0.0,1.0,-0.066991,-0.036015,0.009909,-0.045924,0.030977,0.0,0.0
dqn,7,acquisition,100,100,0.95,0.05,0.536333,0.558333,0.389167,0.746361,0.610833,0.0,0.389167,0.058139,0.037948,0.039531,-0.001584,-0.020192,0.196326,0.0
dqn,7,acquisition,200,200,0.95,0.05,0.478,0.5,0.451667,0.745864,0.548333,0.0,0.451667,0.141099,0.120194,0.1195,0.000694,-0.020905,0.292396,0.0
dqn,7,acquisition,300,300,0.95,0.05,0.511333,0.533333,0.483333,0.746277,0.516667,0.0,0.483333,0.213879,0.189656,0.197445,-0.007789,-0.024223,0.402738,0.0
dqn,7,acquisition,400,400,0.95,0.05,0.544667,0.566667,0.354167,0.746489,0.645833,0.1725,0.181667,0.279366,0.259202,0.262627,-0.003425,-0.020165,0.60033,-0.403509
dqn,7,acquisition,500,500,0.95,0.05,0.444667,0.466667,0.425833,0.74854,0.574167,0.319167,0.106667,0.315612,0.30795,0.309011,-0.001061,-0.007662,0.79595,-0.596573
dqn,7,acquisition,600,600,0.95,0.05,0.436333,0.458333,0.433333,0.749146,0.566667,0.433333,0.0,0.348392,0.346208,0.343951,0.002257,-0.002183,0.8,-0.8
dqn,7,acquisition,700,700,0.95,0.05,0.511333,0.533333,0.426667,0.748825,0.573333,0.19,0.236667,0.382876,0.376152,0.378227,-0.002075,-0.006724,0.901408,-0.401408
dqn,7,acquisition,800,800,0.95,0.05,0.528,0.55,0.406667,0.747777,0.593333,0.406667,0.0,0.405757,0.397624,0.393424,0.0042,-0.008133,0.898711,-0.898711
dqn,7,acquisition,900,900,0.95,0.05,0.528,0.55,0.456667,0.749644,0.543333,0.456667,0.0,0.410542,0.410233,0.40924,0.000993,-0.000308,1.0,-1.0
dqn,7,acquisition,1000,1000,0.95,0.05,0.494667,0.516667,0.473333,0.750778,0.526667,0.0,0.473333,0.41139,0.415077,0.417309,-0.002232,0.003687,1.0,0.0
dqn,7,acquisition,1100,1100,0.95,0.05,0.394667,0.416667,0.57,0.753278,0.43,0.173333,0.396667,0.396086,0.412577,0.415879,-0.003303,0.016491,1.0,-0.304094
dqn,7,acquisition,1200,1200,0.95,0.05,0.519667,0.541667,0.450833,0.751321,0.549167,0.131667,0.319167,0.416092,0.423343,0.424759,-0.001416,0.007251,1.0,-0.292052
dqn,7,acquisition,1300,1300,0.95,0.05,0.469667,0.491667,0.514167,0.753388,0.485833,0.260833,0.253333,0.397915,0.417075,0.417509,-0.000434,0.01916,1.0,-0.507293
dqn,7,acquisition,1400,1400,0.95,0.05,0.419667,0.441667,0.554167,0.755335,0.445833,0.335833,0.218333,0.38145,0.412129,0.411236,0.000894,0.030679,1.0,-0.606015
dqn,7,acquisition,1500,1500,0.95,0.05,0.486333,0.508333,0.493333,0.754319,0.506667,0.246667,0.246667,0.391038,0.415866,0.415747,0.000119,0.024828,1.0,-0.5
dqn,7,acquisition,1600,1600,0.95,0.05,0.503,0.525,0.480833,0.755813,0.519167,0.094167,0.386667,0.389194,0.419819,0.423409,-0.00359,0.030625,1.0,-0.195841
dqn,7,acquisition,1700,1700,0.95,0.05,0.494667,0.516667,0.488333,0.755322,0.511667,0.338333,0.15,0.392812,0.424178,0.422954,0.001224,0.031365,1.0,-0.692833
dqn,7,acquisition,1800,1800,0.95,0.05,0.519667,0.541667,0.466667,0.757468,0.533333,0.2375,0.229167,0.382574,0.425364,0.424538,0.000826,0.04279,1.0,-0.508929
dqn,7,acquisition,1900,1900,0.95,0.05,0.394667,0.416667,0.569167,0.761502,0.430833,0.3975,0.171667,0.344402,0.409739,0.408572,0.001167,0.065337,1.0,-0.698389
dqn,7,acquisition,2000,2000,0.95,0.05,0.428,0.45,0.5375,0.760593,0.4625,0.321667,0.215833,0.347352,0.407793,0.406785,0.001008,0.060441,1.0,-0.59845
dqn,7,acquisition,2100,2100,0.95,0.05,0.469667,0.491667,0.565,0.76135,0.435,0.159167,0.405833,0.340297,0.4034,0.404936,-0.001537,0.063103,0.9,-0.308065
dqn,7,acquisition,2200,2200,0.95,0.05,0.519667,0.541667,0.515833,0.759568,0.484167,0.180833,0.335,0.351343,0.4032,0.407107,-0.003907,0.051857,0.902174,-0.390288
dqn,7,acquisition,2300,2300,0.95,0.05,0.386333,0.408333,0.5875,0.764513,0.4125,0.295,0.2925,0.30779,0.388363,0.390316,-0.001953,0.080573,1.0,-0.502128
dqn,7,acquisition,2400,2400,0.95,0.05,0.528,0.55,0.445833,0.759408,0.554167,0.270833,0.175,0.348123,0.400838,0.402806,-0.001968,0.052715,1.0,-0.607477
dqn,7,acquisition,2500,2500,0.95,0.05,0.428,0.45,0.541667,0.764171,0.458333,0.268333,0.273333,0.312967,0.390848,0.395017,-0.004169,0.077881,1.0,-0.495385
dqn,7,acquisition,2600,2600,0.95,0.05,0.453,0.475,0.528333,0.762841,0.471667,0.265833,0.2625,0.319236,0.391601,0.393605,-0.002003,0.072365,1.0,-0.503155
dqn,7,acquisition,2700,2700,0.95,0.05,0.503,0.525,0.6375,0.76403,0.3625,0.395,0.2425,0.321228,0.402074,0.401545,0.00053,0.080847,0.699357,-0.396166
dqn,7,acquisition,2800,2800,0.95,0.05,0.453,0.475,0.5275,0.765176,0.4725,0.371667,0.155833,0.311862,0.401379,0.398242,0.003137,0.089517,1.0,-0.704581
dqn,7,acquisition,2900,2900,0.95,0.05,0.486333,0.508333,0.489167,0.764016,0.510833,0.245833,0.243333,0.323214,0.403409,0.405343,-0.001934,0.080195,1.0,-0.502555
dqn,7,acquisition,3000,3000,0.95,0.05,0.469667,0.491667,0.603333,0.766084,0.396667,0.2525,0.350833,0.316658,0.407634,0.411011,-0.003377,0.090976,0.798658,-0.501656
dqn,7,reversal,1,3001,0.05,0.95,0.444667,0.466667,0.575833,0.764305,0.424167,0.279167,0.296667,0.330194,0.411257,0.414445,-0.003187,0.081063,0.800314,-0.593972
dqn,7,reversal,100,3100,0.05,0.95,0.453,0.475,0.583333,0.764747,0.416667,0.2875,0.295833,0.330599,0.414943,0.417386,-0.002443,0.084344,0.798722,-0.601045
dqn,7,reversal,200,3200,0.05,0.95,0.511333,0.533333,0.7225,0.768536,0.2775,0.415,0.3075,0.303622,0.410616,0.410305,0.000311,0.106995,0.597846,-0.389182
dqn,7,reversal,300,3300,0.05,0.95,0.444667,0.466667,0.731667,0.765181,0.268333,0.376667,0.355,0.327353,0.414741,0.414317,0.000424,0.087388,0.499225,-0.589818
dqn,7,reversal,400,3400,0.05,0.95,0.519667,0.541667,0.810833,0.765761,0.189167,0.315833,0.495,0.31141,0.401059,0.400722,0.000336,0.089649,0.399648,-0.599684
